177,0,0,0,1,0,0,0,0,0,
0,151,19,1,0,1,5,0,2,3,
1,6,146,3,0,0,0,3,15,3,
0,1,1,146,0,2,0,4,12,17,
0,6,0,0,171,0,1,0,3,0,
0,0,0,0,1,165,1,0,0,15,
0,0,0,0,0,2,178,0,1,0,
0,0,0,0,1,0,0,166,4,8,
0,19,1,1,1,1,1,1,141,8,
0,3,0,3,3,4,0,0,3,164,
